Product Title/Description,Event Sub Type,Order Date,Customer's Delivery Pincode,order_date,Shipping State,Gross Sale,Net Sales,Return,Promo Sales,hour
Product 8,Return,2023-09-17 00:00:00.0,501141,2023-09-17 00:14:21,Telangana,0.0,-209.0,-209.0,0.0,0.0
Product 8,Sale,2023-09-24 00:00:00.0,500084,2023-09-24 13:59:31,Telangana,194.0,194.0,0.0,194.0,13.0
Product 8,Sale,2023-09-23 00:00:00.0,148023,2023-09-23 09:59:48,Punjab,209.0,209.0,0.0,0.0,9.0
Product 8,Sale,2023-09-24 00:00:00.0,135001,,Haryana,208.0,208.0,0.0,208.0,
Product 8,Sale,2023-09-24 00:00:00.0,695571,2023-09-24 14:47:53,Kerala,206.0,206.0,0.0,206.0,14.0
Product 4,Return,2023-09-18 00:00:00.0,700102,2023-09-18 08:45:22,West Bengal,0.0,-899.0,-899.0,0.0,8.0
Product 17,Sale,2023-09-24 00:00:00.0,690515,2023-09-24 16:23:01,Kerala,229.0,229.0,0.0,0.0,16.0
Product 17,Return,2023-09-16 00:00:00.0,201001,,Uttar Pradesh,0.0,-232.0,-232.0,0.0,
Product 9,Sale,2023-09-24 00:00:00.0,524321,2023-09-24 19:07:53,Andhra Pradesh,209.0,209.0,0.0,0.0,19.0
Product 9,Sale,2023-09-24 00:00:00.0,560063,2023-09-24 15:54:00,Karnataka,194.0,194.0,0.0,194.0,15.0
Product 9,Sale,2023-09-23 00:00:00.0,785670,2023-09-23 09:07:07,Assam,209.0,209.0,0.0,0.0,9.0
Product 9,Return,2023-09-16 00:00:00.0,401107,,Maharashtra,0.0,-209.0,-209.0,0.0,
Product 9,Sale,2023-09-24 00:00:00.0,695571,2023-09-24 08:05:20,Kerala,209.0,209.0,0.0,0.0,8.0
Product 9,Sale,2023-09-23 00:00:00.0,560046,2023-09-23 09:24:22,Karnataka,194.0,194.0,0.0,194.0,9.0
Product 9,Sale,2023-09-23 00:00:00.0,505001,2023-09-23 10:01:18,Telangana,203.0,203.0,0.0,203.0,10.0
Product 9,Sale,2023-09-23 00:00:00.0,852109,2023-09-23 11:28:10,Bihar,209.0,209.0,0.0,0.0,11.0
Product 9,Sale,2023-09-24 00:00:00.0,247667,2023-09-24 17:19:59,Uttarakhand,209.0,209.0,0.0,0.0,17.0
Product 9,Cancellation,2023-09-24 00:00:00.0,247667,2023-09-24 17:19:59,Uttarakhand,0.0,0.0,0.0,0.0,17.0
Product 9,Sale,2023-09-24 00:00:00.0,175034,2023-09-24 21:31:13,Himachal Pradesh,209.0,209.0,0.0,0.0,21.0
Product 9,Sale,2023-09-24 00:00:00.0,273004,2023-09-24 19:46:12,Uttar Pradesh,194.0,194.0,0.0,194.0,19.0
Product 3,Sale,2023-09-24 00:00:00.0,603109,,Tamil Nadu,229.0,229.0,0.0,0.0,
Product 3,Sale,2023-09-23 00:00:00.0,700129,2023-09-23 10:49:17,West Bengal,222.0,222.0,0.0,0.0,10.0
Product 3,Sale,2023-09-24 00:00:00.0,500029,2023-09-24 20:00:07,Telangana,229.0,229.0,0.0,0.0,20.0
Product 3,Sale,2023-09-24 00:00:00.0,641659,2023-09-24 19:34:03,Tamil Nadu,207.0,207.0,0.0,207.0,19.0
Product 3,Sale,2023-09-24 00:00:00.0,523301,2023-09-24 08:35:19,Andhra Pradesh,229.0,229.0,0.0,0.0,8.0
Product 3,Sale,2023-09-24 00:00:00.0,600126,,Tamil Nadu,227.0,227.0,0.0,227.0,
Product 3,Sale,2023-09-24 00:00:00.0,691003,2023-09-24 14:15:48,Kerala,229.0,229.0,0.0,0.0,14.0
Product 3,Sale,2023-09-24 00:00:00.0,500068,2023-09-24 14:21:13,Telangana,222.0,222.0,0.0,0.0,14.0
Product 3,Sale,2023-09-24 00:00:00.0,425001,2023-09-24 16:36:32,Maharashtra,229.0,229.0,0.0,0.0,16.0
Product 3,Sale,2023-09-23 00:00:00.0,689101,2023-09-23 10:05:00,Kerala,222.0,222.0,0.0,0.0,10.0
Product 21,Sale,2023-09-24 00:00:00.0,639002,2023-09-24 13:21:52,Tamil Nadu,949.0,949.0,0.0,0.0,13.0
Product 21,Sale,2023-09-20 00:00:00.0,500049,,Telangana,1024.0,1024.0,0.0,0.0,
Product 2,Sale,2023-09-23 00:00:00.0,620007,2023-09-23 09:30:47,Tamil Nadu,229.0,229.0,0.0,0.0,9.0
Product 2,Cancellation,2023-09-24 00:00:00.0,110068,2023-09-24 19:32:13,Delhi,0.0,0.0,0.0,0.0,19.0
Product 2,Sale,2023-09-24 00:00:00.0,110068,2023-09-24 19:32:13,Delhi,229.0,229.0,0.0,0.0,19.0
Product 11,Return Cancellation,2023-09-16 00:00:00.0,110045,2023-09-16 08:29:33,Delhi,0.0,0.0,0.0,0.0,8.0
Product 3,Sale,2023-09-25 00:00:00.0,500075,2023-09-25 19:21:43,Telangana,222.0,222.0,0.0,0.0,19.0
Product 3,Sale,2023-09-23 00:00:00.0,441904,2023-09-23 19:26:40,Maharashtra,229.0,229.0,0.0,0.0,19.0
Product 3,Sale,2023-09-23 00:00:00.0,621306,2023-09-23 19:52:34,Tamil Nadu,229.0,229.0,0.0,0.0,19.0
Product 3,Return,2023-09-20 00:00:00.0,691601,,Kerala,0.0,-222.0,-222.0,0.0,
Product 3,Sale,2023-09-25 00:00:00.0,515761,2023-09-25 11:25:06,Andhra Pradesh,229.0,229.0,0.0,0.0,11.0
Product 3,Sale,2023-09-25 00:00:00.0,572102,2023-09-25 10:12:37,Karnataka,207.0,207.0,0.0,207.0,10.0
Product 3,Sale,2023-09-25 00:00:00.0,500049,2023-09-25 16:34:35,Telangana,207.0,207.0,0.0,207.0,16.0
Product 3,Sale,2023-09-23 00:00:00.0,462041,2023-09-23 18:51:50,Madhya Pradesh,214.0,214.0,0.0,214.0,18.0
Product 3,Return,2023-09-17 00:00:00.0,635751,2023-09-17 18:47:14,Tamil Nadu,0.0,-229.0,-229.0,0.0,18.0
Product 3,Sale,2023-09-24 00:00:00.0,695001,2023-09-24 11:34:28,Kerala,207.0,207.0,0.0,207.0,11.0
Product 3,Sale,2023-09-25 00:00:00.0,560098,2023-09-25 22:59:32,Karnataka,216.0,216.0,0.0,216.0,22.0
Product 3,Sale,2023-09-23 00:00:00.0,273016,2023-09-23 22:11:36,Uttar Pradesh,222.0,222.0,0.0,0.0,22.0
Product 3,Sale,2023-09-23 00:00:00.0,460661,2023-09-23 14:25:56,Madhya Pradesh,229.0,229.0,0.0,0.0,14.0
Product 12,Sale,2023-09-25 00:00:00.0,281001,2023-09-25 19:59:58,Uttar Pradesh,214.0,214.0,0.0,214.0,19.0
Product 12,Sale,2023-09-25 00:00:00.0,444303,2023-09-25 18:33:56,Maharashtra,214.0,214.0,0.0,214.0,18.0
Product 6,Return,2023-09-18 00:00:00.0,203389,2023-09-18 11:12:46,Uttar Pradesh,0.0,-1059.0,-1059.0,0.0,11.0
Product 9,Sale,2023-09-25 00:00:00.0,627104,2023-09-25 19:42:33,Tamil Nadu,209.0,209.0,0.0,0.0,19.0
Product 9,Sale,2023-09-24 00:00:00.0,140301,,Punjab,404.0,404.0,0.0,0.0,
Product 9,Sale,2023-09-23 00:00:00.0,416008,2023-09-23 16:30:21,Maharashtra,202.0,202.0,0.0,0.0,16.0
Product 9,Cancellation,2023-09-24 00:00:00.0,175034,2023-09-24 21:31:13,Himachal Pradesh,0.0,0.0,0.0,0.0,21.0
Product 9,Sale,2023-09-25 00:00:00.0,132001,2023-09-25 13:10:48,Haryana,209.0,209.0,0.0,0.0,13.0
Product 9,Sale,2023-09-25 00:00:00.0,761102,2023-09-25 07:01:15,Odisha,194.0,194.0,0.0,194.0,7.0
Product 9,Sale,2023-09-24 00:00:00.0,533005,2023-09-24 12:57:27,Andhra Pradesh,418.0,418.0,0.0,0.0,12.0
Product 9,Sale,2023-09-25 00:00:00.0,380028,2023-09-25 15:42:08,Gujarat,209.0,209.0,0.0,0.0,15.0
Product 9,Sale,2023-09-23 00:00:00.0,686662,2023-09-23 12:40:13,Kerala,202.0,202.0,0.0,0.0,12.0
Product 9,Sale,2023-09-23 00:00:00.0,492013,2023-09-23 13:47:54,Chattisgarh,194.0,194.0,0.0,194.0,13.0
Product 9,Sale,2023-09-24 00:00:00.0,517561,2023-09-24 11:46:28,Andhra Pradesh,209.0,209.0,0.0,0.0,11.0
Product 9,Sale,2023-09-25 00:00:00.0,535558,2023-09-25 08:45:08,Andhra Pradesh,209.0,209.0,0.0,0.0,8.0
Product 9,Sale,2023-09-25 00:00:00.0,637201,2023-09-25 22:36:05,Tamil Nadu,209.0,209.0,0.0,0.0,22.0
Product 9,Sale,2023-09-25 00:00:00.0,629251,2023-09-25 20:04:05,Tamil Nadu,194.0,194.0,0.0,194.0,20.0
Product 9,Return,2023-09-20 00:00:00.0,603111,2023-09-20 13:56:01,Tamil Nadu,0.0,-209.0,-209.0,0.0,13.0
Product 9,Sale,2023-09-24 00:00:00.0,683516,2023-09-24 10:34:52,Kerala,209.0,209.0,0.0,0.0,10.0
Product 9,Sale,2023-09-25 00:00:00.0,364710,2023-09-25 14:38:12,Gujarat,209.0,209.0,0.0,0.0,14.0
Product 9,Sale,2023-09-25 00:00:00.0,571426,2023-09-25 23:25:36,Karnataka,209.0,209.0,0.0,0.0,23.0
Product 9,Sale,2023-09-25 00:00:00.0,504106,2023-09-25 21:35:32,Telangana,209.0,209.0,0.0,0.0,21.0
Product 9,Sale,2023-09-25 00:00:00.0,305001,2023-09-25 14:21:00,Rajasthan,202.0,202.0,0.0,0.0,14.0
Product 9,Sale,2023-09-25 00:00:00.0,845412,2023-09-25 08:32:50,Bihar,209.0,209.0,0.0,0.0,8.0
Product 9,Sale,2023-09-25 00:00:00.0,521106,2023-09-25 14:21:46,Andhra Pradesh,209.0,209.0,0.0,0.0,14.0
Product 9,Sale,2023-09-24 00:00:00.0,248011,2023-09-24 09:57:32,Uttarakhand,209.0,209.0,0.0,0.0,9.0
Product 9,Sale,2023-09-25 00:00:00.0,225305,2023-09-25 16:39:18,Uttar Pradesh,209.0,209.0,0.0,0.0,16.0
Product 9,Sale,2023-09-23 00:00:00.0,121002,2023-09-23 16:54:00,Haryana,209.0,209.0,0.0,0.0,16.0
Product 9,Sale,2023-09-25 00:00:00.0,531024,2023-09-25 16:27:26,Andhra Pradesh,187.0,187.0,0.0,187.0,16.0
Product 9,Sale,2023-09-25 00:00:00.0,506168,2023-09-25 08:47:37,Telangana,209.0,209.0,0.0,0.0,8.0
Product 9,Sale,2023-09-23 00:00:00.0,577435,2023-09-23 17:51:28,Karnataka,209.0,209.0,0.0,0.0,17.0
Product 9,Sale,2023-09-25 00:00:00.0,713129,2023-09-25 19:40:10,West Bengal,209.0,209.0,0.0,0.0,19.0
Product 9,Sale,2023-09-23 00:00:00.0,575003,2023-09-23 18:07:49,Karnataka,209.0,209.0,0.0,0.0,18.0
Product 9,Sale,2023-09-25 00:00:00.0,572215,2023-09-25 17:12:25,Karnataka,202.0,202.0,0.0,0.0,17.0
Product 9,Return Cancellation,2023-09-14 00:00:00.0,530027,2023-09-14 18:38:44,Andhra Pradesh,0.0,0.0,0.0,0.0,18.0
Product 9,Return,2023-09-15 00:00:00.0,508204,2023-09-15 13:30:16,Telangana,0.0,-214.0,-214.0,0.0,13.0
Product 9,Return,2023-09-15 00:00:00.0,471001,2023-09-15 16:12:51,Madhya Pradesh,0.0,-209.0,-209.0,0.0,16.0
Product 19,Sale,2023-09-23 00:00:00.0,737102,2023-09-23 04:15:00,Sikkim,1798.0,1798.0,0.0,0.0,4.0
Product 10,Sale,2023-09-25 00:00:00.0,626101,2023-09-25 14:56:58,Tamil Nadu,949.0,949.0,0.0,0.0,14.0
Product 8,Sale,2023-09-24 00:00:00.0,140301,2023-09-24 17:35:50,Punjab,404.0,404.0,0.0,0.0,17.0
Product 8,Sale,2023-09-23 00:00:00.0,110093,,Delhi,209.0,209.0,0.0,0.0,
Product 8,Sale,2023-09-25 00:00:00.0,506142,2023-09-25 11:30:14,Telangana,209.0,209.0,0.0,0.0,11.0
Product 8,Sale,2023-09-25 00:00:00.0,500090,2023-09-25 10:13:57,Telangana,209.0,209.0,0.0,0.0,10.0
Product 8,Sale,2023-09-23 00:00:00.0,500002,2023-09-23 21:04:34,Telangana,209.0,209.0,0.0,0.0,21.0
Product 8,Sale,2023-09-23 00:00:00.0,400065,2023-09-23 21:34:30,Maharashtra,209.0,209.0,0.0,0.0,21.0
Product 8,Sale,2023-09-23 00:00:00.0,734214,2023-09-23 12:47:51,West Bengal,209.0,209.0,0.0,0.0,12.0
Product 8,Sale,2023-09-24 00:00:00.0,507115,2023-09-24 09:08:42,Telangana,209.0,209.0,0.0,0.0,9.0
Product 8,Sale,2023-09-23 00:00:00.0,110059,2023-09-23 17:11:32,Delhi,194.0,194.0,0.0,194.0,17.0
Product 8,Sale,2023-09-23 00:00:00.0,201003,2023-09-23 18:48:33,Uttar Pradesh,209.0,209.0,0.0,0.0,18.0
Product 8,Sale,2023-09-25 00:00:00.0,571438,2023-09-25 20:46:06,Karnataka,202.0,202.0,0.0,0.0,20.0
Product 8,Sale,2023-09-25 00:00:00.0,506168,2023-09-25 08:45:57,Telangana,209.0,209.0,0.0,0.0,8.0
Product 8,Sale,2023-09-24 00:00:00.0,401209,2023-09-24 00:52:59,Maharashtra,194.0,194.0,0.0,194.0,0.0
Product 8,Sale,2023-09-24 00:00:00.0,440030,,Maharashtra,202.0,202.0,0.0,0.0,
Product 8,Sale,2023-09-23 00:00:00.0,691533,2023-09-23 18:20:34,Kerala,209.0,209.0,0.0,0.0,18.0
Product 17,Sale,2023-09-23 00:00:00.0,500005,2023-09-23 19:48:46,Telangana,229.0,229.0,0.0,0.0,19.0
Product 17,Sale,2023-09-24 00:00:00.0,508206,2023-09-24 10:13:37,Telangana,229.0,229.0,0.0,0.0,10.0
Product 17,Sale,2023-09-25 00:00:00.0,600117,2023-09-25 15:42:45,Tamil Nadu,214.0,214.0,0.0,214.0,15.0
Product 17,Cancellation,2023-09-25 00:00:00.0,132001,2023-09-25 11:52:18,Haryana,0.0,0.0,0.0,0.0,11.0
Product 17,Sale,2023-09-25 00:00:00.0,132001,2023-09-25 11:52:18,Haryana,229.0,229.0,0.0,0.0,11.0
Product 5,Sale,2023-09-25 00:00:00.0,364710,2023-09-25 14:30:43,Gujarat,229.0,229.0,0.0,0.0,14.0
Product 5,Cancellation,2023-09-25 00:00:00.0,535240,2023-09-25 18:49:16,Andhra Pradesh,0.0,0.0,0.0,0.0,18.0
Product 5,Sale,2023-09-25 00:00:00.0,248001,2023-09-25 20:12:45,Uttarakhand,207.0,207.0,0.0,207.0,20.0
Product 5,Sale,2023-09-25 00:00:00.0,506142,2023-09-25 11:21:41,Telangana,229.0,229.0,0.0,0.0,11.0
Product 5,Cancellation,2023-09-25 00:00:00.0,364710,2023-09-25 14:30:43,Gujarat,0.0,0.0,0.0,0.0,14.0
Product 5,Sale,2023-09-25 00:00:00.0,535240,2023-09-25 18:49:16,Andhra Pradesh,207.0,207.0,0.0,207.0,18.0
Product 18,Sale,2023-09-25 00:00:00.0,530052,2023-09-25 19:53:37,Andhra Pradesh,949.0,949.0,0.0,949.0,19.0
Product 11,Return,2023-09-15 00:00:00.0,145025,2023-09-15 11:56:51,Punjab,0.0,-203.0,-203.0,0.0,11.0
Product 2,Sale,2023-09-26 00:00:00.0,517425,2023-09-26 15:41:50,Andhra Pradesh,229.0,229.0,0.0,0.0,15.0
Product 3,Return,2023-09-19 00:00:00.0,515123,2023-09-19 16:39:36,Andhra Pradesh,0.0,-222.0,-222.0,0.0,16.0
Product 3,Return,2023-09-19 00:00:00.0,518464,2023-09-19 13:28:14,Andhra Pradesh,0.0,-229.0,-229.0,0.0,13.0
Product 3,Sale,2023-09-26 00:00:00.0,504251,2023-09-26 10:58:28,Telangana,214.0,214.0,0.0,214.0,10.0
Product 3,Return,2023-09-17 00:00:00.0,391330,2023-09-17 08:05:45,Gujarat,0.0,-229.0,-229.0,0.0,8.0
Product 3,Return,2023-09-18 00:00:00.0,501202,2023-09-18 10:30:44,Telangana,0.0,-227.0,-227.0,0.0,10.0
Product 3,Return,2023-09-21 00:00:00.0,695145,2023-09-21 18:51:24,Kerala,0.0,-229.0,-229.0,0.0,18.0
Product 3,Sale,2023-09-26 00:00:00.0,678001,,Kerala,229.0,229.0,0.0,0.0,
Product 3,Return,2023-09-16 00:00:00.0,533003,2023-09-16 23:45:08,Andhra Pradesh,0.0,-222.0,-222.0,0.0,23.0
Product 24,Sale,2023-09-26 00:00:00.0,695573,2023-09-26 12:45:17,Kerala,1584.0,1584.0,0.0,1584.0,12.0
Product 17,Sale,2023-09-26 00:00:00.0,756100,2023-09-26 09:18:47,Odisha,229.0,229.0,0.0,0.0,9.0
Product 9,Return,2023-09-19 00:00:00.0,333001,2023-09-19 12:57:36,Rajasthan,0.0,-209.0,-209.0,0.0,12.0
Product 9,Sale,2023-09-26 00:00:00.0,620001,2023-09-26 08:28:10,Tamil Nadu,209.0,209.0,0.0,0.0,8.0
Product 9,Sale,2023-09-26 00:00:00.0,577003,2023-09-26 19:21:35,Karnataka,209.0,209.0,0.0,0.0,19.0
Product 9,Return,2023-09-19 00:00:00.0,121002,2023-09-19 17:55:57,Haryana,0.0,-209.0,-209.0,0.0,17.0
Product 9,Sale,2023-09-26 00:00:00.0,575015,2023-09-26 19:44:29,Karnataka,194.0,194.0,0.0,194.0,19.0
Product 9,Sale,2023-09-26 00:00:00.0,625533,2023-09-26 06:55:51,Tamil Nadu,209.0,209.0,0.0,0.0,6.0
Product 9,Sale,2023-09-26 00:00:00.0,695523,2023-09-26 13:11:40,Kerala,194.0,194.0,0.0,194.0,13.0
Product 9,Sale,2023-09-26 00:00:00.0,695507,2023-09-26 14:58:53,Kerala,209.0,209.0,0.0,0.0,14.0
Product 9,Sale,2023-09-26 00:00:00.0,517325,2023-09-26 11:36:13,Andhra Pradesh,209.0,209.0,0.0,0.0,11.0
Product 9,Return,2023-09-19 00:00:00.0,639207,2023-09-19 21:29:40,Tamil Nadu,0.0,-209.0,-209.0,0.0,21.0
Product 9,Sale,2023-09-26 00:00:00.0,824121,2023-09-26 17:05:57,Bihar,209.0,209.0,0.0,0.0,17.0
Product 9,Cancellation,2023-09-26 00:00:00.0,824121,2023-09-26 17:05:57,Bihar,0.0,0.0,0.0,0.0,17.0
Product 9,Cancellation,2023-09-25 00:00:00.0,571426,2023-09-25 23:25:36,Karnataka,0.0,0.0,0.0,0.0,23.0
Product 9,Return,2023-09-19 00:00:00.0,520015,2023-09-19 22:02:19,Andhra Pradesh,0.0,-209.0,-209.0,0.0,22.0
Product 9,Sale,2023-09-25 00:00:00.0,480449,2023-09-25 12:05:58,Madhya Pradesh,209.0,209.0,0.0,0.0,12.0
Product 9,Sale,2023-09-26 00:00:00.0,751017,2023-09-26 13:19:20,Odisha,209.0,209.0,0.0,0.0,13.0
Product 9,Sale,2023-09-26 00:00:00.0,691013,2023-09-26 10:34:14,Kerala,209.0,209.0,0.0,0.0,10.0
Product 25,Sale,2023-09-26 00:00:00.0,641603,2023-09-26 12:55:41,Tamil Nadu,1499.0,1499.0,0.0,0.0,12.0
Product 22,Sale,2023-09-26 00:00:00.0,171214,2023-09-26 21:58:59,Himachal Pradesh,884.0,884.0,0.0,884.0,21.0
Product 4,Sale,2023-09-23 00:00:00.0,851128,2023-09-23 18:18:38,Bihar,874.0,874.0,0.0,0.0,18.0
Product 8,Sale,2023-09-26 00:00:00.0,416116,,Maharashtra,189.0,189.0,0.0,0.0,
Product 8,Return,2023-09-17 00:00:00.0,507117,2023-09-17 23:34:22,Telangana,0.0,-202.0,-202.0,0.0,23.0
Product 8,Sale,2023-09-26 00:00:00.0,534350,2023-09-26 19:34:59,Andhra Pradesh,209.0,209.0,0.0,0.0,19.0
Product 8,Sale,2023-09-26 00:00:00.0,272002,2023-09-26 16:36:59,Uttar Pradesh,194.0,194.0,0.0,194.0,16.0
Product 8,Sale,2023-09-26 00:00:00.0,635109,2023-09-26 19:24:29,Tamil Nadu,209.0,209.0,0.0,0.0,19.0
Product 8,Sale,2023-09-26 00:00:00.0,415311,2023-09-26 19:02:49,Maharashtra,209.0,209.0,0.0,0.0,19.0
Product 8,Sale,2023-09-26 00:00:00.0,531115,2023-09-26 15:09:18,Andhra Pradesh,209.0,209.0,0.0,0.0,15.0
Product 6,Return,2023-09-19 00:00:00.0,695573,2023-09-19 19:01:30,Kerala,0.0,-1024.0,-1024.0,0.0,19.0
Product 8,Return,2023-09-16 00:00:00.0,152026,2023-09-16 16:05:02,Punjab,0.0,-214.0,-214.0,0.0,16.0
Product 8,Return,2023-09-21 00:00:00.0,441601,2023-09-21 09:49:27,Maharashtra,0.0,-209.0,-209.0,0.0,9.0
Product 11,Return,2023-09-16 00:00:00.0,208011,2023-09-16 18:24:58,Uttar Pradesh,0.0,-198.0,-198.0,0.0,18.0
Product 2,Sale,2023-09-26 00:00:00.0,522503,,Andhra Pradesh,443.0,443.0,0.0,443.0,
Product 1,Return,2023-09-19 00:00:00.0,680512,2023-09-19 12:36:29,Kerala,0.0,-899.0,-899.0,0.0,12.0
Product 3,Return,2023-09-16 00:00:00.0,641654,2023-09-16 12:12:31,Tamil Nadu,0.0,-234.0,-234.0,0.0,12.0
Product 3,Sale,2023-09-26 00:00:00.0,522503,2023-09-26 08:32:27,Andhra Pradesh,443.0,443.0,0.0,443.0,8.0
Product 3,Return,2023-09-11 00:00:00.0,534447,2023-09-11 15:39:20,Andhra Pradesh,0.0,-229.0,-229.0,0.0,15.0
Product 9,Return,2023-09-20 00:00:00.0,629251,2023-09-20 12:47:10,Tamil Nadu,0.0,-209.0,-209.0,0.0,12.0
Product 9,Cancellation,2023-09-26 00:00:00.0,577003,2023-09-26 19:21:35,Karnataka,0.0,0.0,0.0,0.0,19.0
Product 2,Sale,2023-09-28 00:00:00.0,690108,2023-09-28 07:00:21,Kerala,229.0,229.0,0.0,0.0,7.0
Product 8,Sale,2023-09-28 00:00:00.0,110019,2023-09-28 13:14:54,Delhi,209.0,209.0,0.0,0.0,13.0
Product 8,Return,2023-09-19 00:00:00.0,534176,2023-09-19 11:55:47,Andhra Pradesh,0.0,-209.0,-209.0,0.0,11.0
Product 8,Sale,2023-09-28 00:00:00.0,635803,2023-09-28 20:19:02,Tamil Nadu,209.0,209.0,0.0,0.0,20.0
Product 8,Sale,2023-09-28 00:00:00.0,520015,2023-09-28 15:58:21,Andhra Pradesh,202.0,202.0,0.0,0.0,15.0
Product 8,Return,2023-09-21 00:00:00.0,534211,2023-09-21 16:02:00,Andhra Pradesh,0.0,-209.0,-209.0,0.0,16.0
Product 8,Sale,2023-09-28 00:00:00.0,242001,2023-09-28 15:52:55,Uttar Pradesh,209.0,209.0,0.0,0.0,15.0
Product 8,Cancellation,2023-09-28 00:00:00.0,242001,2023-09-28 15:52:55,Uttar Pradesh,0.0,0.0,0.0,0.0,15.0
Product 8,Sale,2023-09-28 00:00:00.0,224133,2023-09-28 13:25:25,Uttar Pradesh,187.0,187.0,0.0,187.0,13.0
Product 8,Sale,2023-09-28 00:00:00.0,584128,2023-09-28 17:25:21,Karnataka,202.0,202.0,0.0,0.0,17.0
Product 8,Return,2023-09-20 00:00:00.0,802212,,Bihar,0.0,-202.0,-202.0,0.0,
Product 8,Sale,2023-09-28 00:00:00.0,193502,2023-09-28 16:43:09,Jammu and Kashmir,209.0,209.0,0.0,0.0,16.0
Product 8,Sale,2023-09-28 00:00:00.0,682031,2023-09-28 16:22:02,Kerala,209.0,209.0,0.0,0.0,16.0
Product 8,Return,2023-09-08 00:00:00.0,231302,2023-09-08 14:44:43,Uttar Pradesh,0.0,-214.0,-214.0,0.0,14.0
Product 17,Sale,2023-09-28 00:00:00.0,711202,2023-09-28 08:45:04,West Bengal,222.0,222.0,0.0,0.0,8.0
Product 17,Sale,2023-09-28 00:00:00.0,132001,2023-09-28 20:22:10,Haryana,229.0,229.0,0.0,0.0,20.0
Product 9,Sale,2023-09-28 00:00:00.0,700104,2023-09-28 17:58:25,West Bengal,209.0,209.0,0.0,0.0,17.0
Product 9,Sale,2023-09-28 00:00:00.0,533449,2023-09-28 21:18:37,Andhra Pradesh,209.0,209.0,0.0,0.0,21.0
Product 9,Sale,2023-09-28 00:00:00.0,608601,2023-09-28 15:34:50,Tamil Nadu,202.0,202.0,0.0,0.0,15.0
Product 9,Return,2023-09-20 00:00:00.0,533004,2023-09-20 23:04:10,Andhra Pradesh,0.0,-209.0,-209.0,0.0,23.0
Product 9,Sale,2023-09-28 00:00:00.0,110033,2023-09-28 13:14:25,Delhi,209.0,209.0,0.0,0.0,13.0
Product 9,Sale,2023-09-28 00:00:00.0,577003,2023-09-28 21:49:25,Karnataka,209.0,209.0,0.0,0.0,21.0
Product 9,Sale,2023-09-28 00:00:00.0,560087,2023-09-28 20:36:06,Karnataka,209.0,209.0,0.0,0.0,20.0
Product 9,Sale,2023-09-28 00:00:00.0,690108,2023-09-28 06:49:53,Kerala,209.0,209.0,0.0,0.0,6.0
Product 9,Sale,2023-09-28 00:00:00.0,443002,2023-09-28 16:11:54,Maharashtra,209.0,209.0,0.0,0.0,16.0
Product 9,Cancellation,2023-09-28 00:00:00.0,443002,2023-09-28 16:11:54,Maharashtra,0.0,0.0,0.0,0.0,16.0
Product 9,Sale,2023-09-28 00:00:00.0,226021,2023-09-28 14:42:16,Uttar Pradesh,209.0,209.0,0.0,0.0,14.0
Product 9,Sale,2023-09-28 00:00:00.0,535558,2023-09-28 16:28:13,Andhra Pradesh,194.0,194.0,0.0,194.0,16.0
Product 9,Return,2023-09-21 00:00:00.0,520015,2023-09-21 15:19:26,Andhra Pradesh,0.0,-209.0,-209.0,0.0,15.0
Product 9,Sale,2023-09-28 00:00:00.0,624001,2023-09-28 16:32:56,Tamil Nadu,202.0,202.0,0.0,0.0,16.0
Product 9,Sale,2023-09-28 00:00:00.0,443002,2023-09-28 16:13:21,Maharashtra,209.0,209.0,0.0,0.0,16.0
Product 9,Sale,2023-09-28 00:00:00.0,794101,,Megalaya,209.0,209.0,0.0,0.0,
Product 9,Sale,2023-09-28 00:00:00.0,587118,2023-09-28 08:33:48,Karnataka,202.0,202.0,0.0,0.0,8.0
Product 9,Sale,2023-09-28 00:00:00.0,630561,2023-09-28 14:34:59,Tamil Nadu,209.0,209.0,0.0,0.0,14.0
Product 9,Sale,2023-09-28 00:00:00.0,441108,2023-09-28 12:44:29,Maharashtra,209.0,209.0,0.0,0.0,12.0
Product 1,Sale,2023-09-25 00:00:00.0,421306,2023-09-25 12:58:02,Maharashtra,1748.0,1748.0,0.0,0.0,12.0
Product 3,Return,2023-09-20 00:00:00.0,585401,2023-09-20 11:40:24,Karnataka,0.0,-229.0,-229.0,0.0,11.0
Product 3,Return,2023-09-21 00:00:00.0,584123,2023-09-21 22:14:04,Karnataka,0.0,-229.0,-229.0,0.0,22.0
Product 3,Sale,2023-09-28 00:00:00.0,802301,2023-09-28 12:32:02,Bihar,222.0,222.0,0.0,0.0,12.0
Product 3,Return,2023-09-20 00:00:00.0,302001,2023-09-20 10:59:36,Rajasthan,0.0,-229.0,-229.0,0.0,10.0
Product 3,Sale,2023-09-28 00:00:00.0,584128,2023-09-28 17:26:53,Karnataka,222.0,222.0,0.0,0.0,17.0
Product 6,Sale,2023-09-26 00:00:00.0,670702,2023-09-26 10:31:50,Kerala,1049.0,1049.0,0.0,0.0,10.0
Product 6,Sale,2023-09-28 00:00:00.0,560062,2023-09-28 13:39:28,Karnataka,1049.0,1049.0,0.0,0.0,13.0
Product 22,Sale,2023-09-29 00:00:00.0,787053,2023-09-29 18:21:05,Assam,899.0,899.0,0.0,0.0,18.0
